City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
173,Boyolangu,ID,73.47,scattered clouds,-8.1181,111.8935,Yos ega cv
174,Lianzhou,CN,78.6,light rain,24.7811,112.3825,Qingcheng Tourism Industry
175,Seoul,KR,77.41,overcast clouds,37.5683,126.9778,롯데호텔 서울
176,Ilulissat,GL,50.49,clear sky,69.2167,-51.1,Hotel Arctic
178,Hasaki,JP,77.29,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
179,Guye,CN,69.17,clear sky,39.7333,118.4167,Peace Hotel
181,Hobyo,SO,78.35,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
183,Nakhon Ratchasima,TH,84.06,overcast clouds,15.0,102.1667,U-Sabai Park Hotel & Resort
184,Panuco,MX,89.78,clear sky,22.05,-98.1667,Hotel Plaza
185,Atuona,PF,76.69,broken clouds,-9.8,-139.0333,Villa Enata
186,Mugla,TR,81.27,clear sky,37.2303,28.3557,Petek Hotel
187,Yulara,AU,51.75,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
189,Syamzha,RU,59.31,overcast clouds,60.0158,41.0614,Hotel Syamzha
191,Sao Joao Da Barra,BR,73.49,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
192,Coos Bay,US,69.24,scattered clouds,43.3665,-124.2179,Best Western Holiday Hotel
193,Westport,US,78.35,broken clouds,41.1415,-73.3579,The Westport Inn
194,Goderich,CA,68.92,broken clouds,43.7501,-81.7165,Harmony Inn
195,Salym,RU,60.22,overcast clouds,60.0625,71.4789,Gostinitsa Salym
196,Banepa,NP,70.12,moderate rain,27.6298,85.5214,Dhulikhel Lodge Resort
197,Kavieng,PG,81.41,clear sky,-2.5744,150.7967,Nusa Island Retreat
199,La Rioja,ES,64.18,few clouds,42.25,-2.5,Casa Concejos
200,Lasa,IT,58.03,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
201,Hornepayne,CA,67.21,scattered clouds,49.2138,-84.7705,Kay-Vee Lodge Ltd
203,Lodwar,KE,86.83,broken clouds,3.1191,35.5973,Solmar Gracious Hotel
204,Cayenne,GF,89.64,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
205,Saint-Francois,FR,63.84,clear sky,46.4154,3.9054,Manoir Du Bonheur
206,Bandarbeyla,SO,78.06,clear sky,9.4942,50.8122,JABIR HOTEL
207,Cyangugu,RW,61.27,scattered clouds,-2.4846,28.9075,Umucyo Lodge
208,Perevolotskiy,RU,76.59,broken clouds,51.8763,54.1938,GRAND OASIS
209,Buala,SB,77.76,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
210,Namatanai,PG,78.3,light rain,-3.6667,152.4333,Seagulls Inn Namatani
211,Tanabe,JP,78.93,broken clouds,33.7333,135.3667,美吉屋旅館
212,Otradnoye,RU,64.56,clear sky,59.7775,30.8181,Baza otdikha Petrushinsky Khutor
213,Katsuura,JP,80.71,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
215,San Cristobal,VE,84.38,scattered clouds,7.7669,-72.225,Posada Villaven C.A.
216,Poronaysk,RU,54.9,scattered clouds,49.2167,143.1167,Avtovokzal Khostel Stolovaya
218,Coquimbo,CL,62.33,clear sky,-29.9533,-71.3436,Punto de encuentro
219,Korocha,RU,81.32,broken clouds,50.8107,37.1953,Dubravushka
220,Northam,GB,64.38,clear sky,51.0333,-4.2167,Durrant House Hotel
221,Fairbanks,US,70.09,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
222,Ca Mau,VN,78.17,broken clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
223,Marsh Harbour,BS,84.99,broken clouds,26.5412,-77.0636,Abaco Beach Resort
226,Vanimo,PG,77.22,light rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
227,Korla,CN,77.81,overcast clouds,41.7597,86.1469,Gulisitan Hotel
228,Hofn,IS,54.3,overcast clouds,64.2539,-15.2082,Hótel Höfn
229,Port Moresby,PG,67.42,few clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
230,Ballina,AU,61.79,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
231,Itarema,BR,83.79,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
232,Kalmunai,LK,81.95,overcast clouds,7.4167,81.8167,VS Villa
233,Malanville,BJ,81.48,overcast clouds,11.8685,3.3899,DEVO HOTEL
234,Hambantota,LK,79.14,few clouds,6.1241,81.1185,Bungalow 63
235,Bengkulu,ID,74.89,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
237,Ponta Do Sol,PT,75.7,clear sky,32.6667,-17.1,Hotel do Campo
238,Chuy,UY,56.35,scattered clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
239,Caravelas,BR,71.13,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
240,La Ronge,CA,79.18,clear sky,55.1001,-105.2842,Northland Motor Hotel
241,Malanje,AO,71.8,clear sky,-9.5402,16.341,Malanje Hotel
244,Sovetskoye,RU,60.48,few clouds,52.2861,85.4131,"Gostinitsa ""Berozka"""
245,Isangel,VU,66.87,overcast clouds,-19.55,169.2667,Tanna Lodge
246,Sidi Ali,DZ,72.93,few clouds,36.0998,0.4206,الغابة الترفيهية بورحمة
247,Esperance,AU,51.64,overcast clouds,-33.8667,121.9,Hospitality Esperance
248,Santa Cruz,BO,76.46,smoke,-17.8,-63.1667,Aviador Hotel Boutique
249,Muros,ES,65.98,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
250,Guerrero Negro,MX,85.44,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
251,Aklavik,CA,82.31,overcast clouds,68.2191,-135.0107,Aklavik Inn
252,Vallenar,CL,86.47,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
253,Kaifeng,CN,76.33,few clouds,34.7911,114.3483,Pullman Kaifeng Jianye
254,Ciudad Bolivar,VE,83.84,broken clouds,8.1222,-63.5497,Hotel Edi
255,Tukrah,LY,81.91,clear sky,32.5341,20.5791,Lokta restaurant
258,Izumo,JP,76.51,overcast clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
261,Olafsvik,IS,53.98,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
262,Port Hardy,CA,63.46,clear sky,50.6996,-127.4199,Airport Inn
264,Baruun-Urt,MN,58.15,clear sky,46.6806,113.2792,Ахмадын амралт сувилал
265,San Policarpo,PH,82.9,overcast clouds,12.1791,125.5072,JM Lodge
266,Conde,BR,80.06,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
268,Kiunga,PG,72.43,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
269,Batticaloa,LK,81.7,overcast clouds,7.7102,81.6924,Grand Star Guest House
270,Shenjiamen,CN,79.5,heavy intensity rain,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
271,Benghazi,LY,83.39,clear sky,32.1167,20.0667,Tibesti Hotel
272,Krasnokamensk,RU,56.39,broken clouds,50.0979,118.0369,Tsentral'naya
273,Slanic-Moldova,RO,73.22,clear sky,46.2,26.4333,CABANA PARAUL STROIULUI
274,Thompson,CA,80.76,scattered clouds,55.7435,-97.8558,Burntwood Hotel
275,Kirundo,BI,70.57,overcast clouds,-2.5833,30.1667,Maranatha Hotel
277,Santa Cruz De Tenerife,ES,77.88,scattered clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
278,Makakilo City,US,79.68,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
279,Margate,GB,61.18,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
281,Acarau,BR,85.32,overcast clouds,-2.8856,-40.12,castelo pizzaria
282,Lata,PT,70.36,overcast clouds,40.1629,-8.3327,Casa Maquia
284,Trat,TH,75.56,overcast clouds,12.5,102.5,สวนหนิง-อัศ
286,Erzin,TR,83.12,clear sky,36.9559,36.2,Artemis Otel
288,Belmonte,BR,68.5,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
289,Krasnoselkup,RU,54.66,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
290,Excelsior Springs,US,85.57,clear sky,39.3392,-94.2261,The Elms Hotel & Spa
291,Lhokseumawe,ID,78.22,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
292,Anloga,GH,77.34,few clouds,5.7947,0.8973,Pin Drop Hotel
293,Turukhansk,RU,53.92,scattered clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
294,Udachnyy,RU,63.09,clear sky,66.4167,112.4,Severnoye Siyaniye
295,Lagunas,PE,82.54,broken clouds,-5.2269,-75.6753,Hospedaje Eco
297,Kieta,PG,77.61,light rain,-6.2167,155.6333,Uruna Bay Retreat
298,Copiapo,CL,56.89,clear sky,-27.3667,-70.3333,San Francisco de La Selva
299,Alofi,NU,75.09,few clouds,-19.0595,-169.9187,Taloa Heights
300,Ketchikan,US,67.08,overcast clouds,55.3422,-131.6461,Snows Cove Lodge
305,San-Pedro,CI,75.33,scattered clouds,4.7485,-6.6363,Hotel Maria
307,San Quintin,MX,79.36,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
308,Hashtgerd,IR,75.76,overcast clouds,35.9642,50.6858,Parse System
309,Noumea,NC,68.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
314,Lyubinskiy,RU,69.48,overcast clouds,55.1542,72.6925,На «70 Лет Октября»
315,Maldonado,UY,50.23,clear sky,-34.6667,-54.9167,La Cimarrona
316,Port Lincoln,AU,52.0,clear sky,-34.7333,135.8667,Port Lincoln Hotel
317,Maracacume,BR,84.13,overcast clouds,-2.0428,-45.9592,Hotel Ramos
318,Sugbongcogon,PH,78.71,broken clouds,8.9553,124.7853,Francis kenneth C. Wong
319,Los Llanos De Aridane,ES,67.75,few clouds,28.6585,-17.9182,Valle Aridane
320,San Jose,US,85.01,few clouds,37.3394,-121.895,The Westin San Jose
321,Hervey Bay,AU,65.01,clear sky,-25.2986,152.8535,Shelly Bay Resort
323,Acari,PE,77.88,clear sky,-15.4311,-74.6158,HOSPEDAJE XIMENA
324,Novyy Urengoy,RU,59.36,overcast clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
325,Rocha,UY,55.31,clear sky,-34.4833,-54.3333,Beleza Pura B&B
326,Yatou,CN,72.82,clear sky,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
327,Liverpool,GB,64.89,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
328,Igarka,RU,52.88,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
329,Lagoa,PT,72.32,broken clouds,39.05,-27.9833,Casa Das Faias
330,Saldanha,ZA,51.85,scattered clouds,-33.0117,17.9442,Blue Bay Lodge
331,Kamaishi,JP,73.89,few clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
333,Bluefields,NI,83.53,few clouds,12.0137,-83.7635,Flamingo Hotel and Casino
334,Kinablangan,PH,79.03,overcast clouds,7.6947,126.5503,Danny Moreno Property
335,Bubaque,GW,79.09,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
336,Ribeira Grande,PT,73.8,broken clouds,38.5167,-28.7,Quinta da Meia Eira
339,Bereda,ES,63.91,overcast clouds,43.2686,-7.5406,Pazo de Verdes
340,Talnakh,RU,54.14,overcast clouds,69.4865,88.3972,Talnakh Hotel
343,Along,IN,73.56,few clouds,28.1667,94.7667,Hotel West
344,Antalaha,MG,67.26,light rain,-14.9003,50.2788,Hotel Vitasoa
345,Bima,ID,74.01,scattered clouds,-8.4667,118.7167,Lambitu Hotel
346,Escanaba,US,73.96,overcast clouds,45.7453,-87.0646,Sunset Lodge
347,Vaitape,PF,76.86,overcast clouds,-16.5167,-151.75,Conrad Bora Bora Nui
348,Martil,MA,73.38,overcast clouds,35.6166,-5.2752,فندق مرتيل
349,Pierre,US,85.28,haze,44.3683,-100.351,Ramkota Hotel
351,Jiuquan,CN,71.67,overcast clouds,39.7432,98.5174,Jiuquan Hotel
352,San Luis,AR,65.35,clear sky,-33.295,-66.3356,Huarpes Hotel
354,Bonthe,SL,76.96,light rain,7.5264,-12.505,Bonthe Holiday Village
355,Iglesias,IT,76.75,overcast clouds,39.3114,8.535,"B&B Mare Monti Miniere - Sardinia sud-ovest, trekkink climbing Masua"
357,Lucapa,AO,71.58,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
358,Xam Nua,LA,68.65,overcast clouds,20.4197,104.0439,Xee Wang Guesthouse
360,Soyo,AO,73.06,clear sky,-6.1349,12.3689,Hotel Mpampa
361,Uyskoye,RU,66.24,overcast clouds,54.3775,60.0047,Niva
362,Campbell River,CA,69.26,few clouds,50.0163,-125.2446,Ramada by Wyndham Campbell River
364,Masalli,KR,74.95,few clouds,34.7959,126.6553,영암펜션
365,Stargard Szczecinski,PL,68.2,broken clouds,53.3367,15.0499,"Hotel - Restauracja "" Spichlerz"""
366,Mbandaka,CD,74.3,overcast clouds,0.0487,18.2603,Guest House Epervier
368,Erenhot,CN,66.45,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
369,Lorengau,PG,82.18,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
370,Smithers,CA,85.84,clear sky,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
372,Biankouma,CI,70.41,broken clouds,7.7391,-7.6138,Hôtel Licolais
373,Chapais,CA,61.99,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
374,Sabang,ID,82.58,overcast clouds,5.8933,95.3214,Hotel Citra
375,Hamilton,US,81.77,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
376,Talara,PE,74.16,clear sky,-4.5772,-81.2719,Hostal Oro Negro
377,Pittsburg,US,84.49,clear sky,38.028,-121.8847,Hampton Inn & Suites Pittsburg
378,Buluang,PH,81.61,overcast clouds,13.3068,123.3425,Enon Beach Resort
380,Kyren,RU,59.77,light rain,51.6828,102.1408,"Energetik, Pansionat Ooo ""Grand Baykal"""
381,Altay,CN,60.15,broken clouds,47.8667,88.1167,Jinqiao Hotel
382,Severnyy,RU,82.44,clear sky,50.677,36.5532,Full House North Mini-Hotel
384,Vilyuysk,RU,62.1,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
385,Karratha,AU,61.74,clear sky,-20.7377,116.8463,ibis Styles Karratha
386,Kissidougou,GN,70.88,moderate rain,9.1848,-10.0999,Hôtel Mantis
388,Antipino,RU,64.69,clear sky,57.1068,65.7576,Деревенская Баня на дровах
389,Rio Branco Do Sul,BR,63.72,overcast clouds,-25.19,-49.3142,"Dr Hotel Rio Branco do Sul ( Suítes Com Ar $100,00 à $140,00)"
390,Mackenzie,CA,89.98,overcast clouds,55.2999,-123.1698,Hilton Shop
391,Fortuna,US,87.42,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
392,Aldan,RU,53.46,heavy intensity rain,58.6031,125.3894,Aldan Guest House
393,Englewood,US,79.99,broken clouds,39.6478,-104.9878,Holiday Motel
394,Toul,FR,68.09,scattered clouds,48.6667,5.9167,Abc Hotel
395,Biskupiec,PL,62.42,overcast clouds,53.8647,20.9569,Hotelik Atelier
396,Ust-Kut,RU,54.0,clear sky,56.7938,105.7672,Otel Flagman
397,Road Town,VG,84.99,clear sky,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
400,Tual,ID,81.48,few clouds,-5.6667,132.75,Grand Vilia Hotel
401,Torbay,CA,72.88,few clouds,47.6666,-52.7314,Gallows Cove
403,Isa Khel,AF,83.52,clear sky,36.6702,68.8443,راعون انصاف شرکتRAGON INSAF
406,Skarnes,NO,59.81,overcast clouds,60.2528,11.6797,Slobrua Gjestegård
407,Puerto Baquerizo Moreno,EC,71.78,broken clouds,-0.9,-89.6,Hotel los Algarrobos
408,Komsomolskiy,UZ,83.12,overcast clouds,40.4272,71.7189,Ikathouse
409,Grand Gaube,MU,72.0,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
410,Samarai,PG,75.0,overcast clouds,-10.6167,150.6667,Nuli Sapi
411,Balkanabat,TM,88.56,broken clouds,39.5108,54.3671,Nebitchi Hotel
412,Taltal,CL,63.36,few clouds,-25.4,-70.4833,Residencial Karime
414,Artyom,AZ,71.74,scattered clouds,40.4723,50.333,Merdan Respect
415,Kitimat,CA,79.84,scattered clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
416,Clarence Town,AU,54.86,overcast clouds,-32.5833,151.7833,River Downs Cottage
417,Shellbrook,CA,89.73,overcast clouds,53.2168,-106.4011,Shellbrook Hotel
419,Taksimo,RU,53.96,light rain,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
420,Natal,BR,80.98,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
421,Tuburan,PH,81.81,overcast clouds,6.6439,122.2736,GT Site
422,Abong Mbang,CM,69.17,light rain,3.9833,13.1833,Auberge Angle Sur
424,Klyuchi,RU,68.86,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
425,Tacuarembo,UY,60.3,clear sky,-31.7333,-55.9833,Hotel Orange
