City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
426,Waverly,US,75.0,haze,42.7392,-84.6208,"Crowne Plaza Lansing West, an IHG Hotel"
427,Husavik,IS,57.11,broken clouds,66.0449,-17.3389,Bjarnabúð
428,Wanning,CN,80.76,overcast clouds,18.8003,110.3967,Paradise Hotel
430,Bambanglipuro,ID,74.97,few clouds,-7.95,110.2833,Puri Brata
431,Pipri,IN,74.97,overcast clouds,19.8,75.5333,Sukhana River nilu and rushi home
432,Bamenda,CM,63.5,light rain,5.9527,10.1582,Ayaba
433,Narsaq,GL,61.02,overcast clouds,60.9167,-46.05,Narsaq Kayak Hostel
434,Sechura,PE,76.89,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
435,Kropotkin,RU,87.04,overcast clouds,45.4375,40.5756,Hotel Europe Kropotkin
436,Le Port,RE,69.76,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
437,Lexington,US,82.42,broken clouds,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
438,Hede,CN,75.6,clear sky,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
440,Marang,MY,79.05,overcast clouds,5.2056,103.2059,DBarakah Homestay
441,Nisia Floresta,BR,81.5,few clouds,-6.0911,-35.2086,Rancho Crepusculo
443,Mackay,AU,64.04,clear sky,-21.15,149.2,International Lodge Motel
444,Santa Maria Da Vitoria,BR,85.24,overcast clouds,-13.3947,-44.1886,Pousada Rio Current
445,Cap Malheureux,MU,70.47,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
446,Moron,AR,64.0,clear sky,-34.6534,-58.6198,Hotel Morón
447,Penzance,GB,60.01,broken clouds,50.1186,-5.5371,Artist Residence Penzance
448,Hirara,JP,80.74,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
449,Yarmouth,US,79.18,clear sky,41.7057,-70.2286,Blue Rock Resort
450,Juneau,US,69.8,scattered clouds,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
452,Marsa Matruh,EG,82.6,clear sky,31.3525,27.2453,Beau Site
454,Mount Isa,AU,62.37,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
455,Boden,SE,60.8,overcast clouds,65.8252,21.6886,Quality Hotel Bodensia
456,Ouesso,CG,72.28,light rain,1.6136,16.0517,ABENIE Hotel
457,Zhangye,CN,74.28,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
458,Ngozi,BI,59.27,broken clouds,-2.9075,29.8306,Ruhuka Hotel
459,Kavaratti,IN,82.31,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
460,Kutum,SD,81.19,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
462,Berlevag,NO,57.0,clear sky,70.8578,29.0864,Kvitbrakka
464,Helong,CN,69.15,light rain,42.5397,128.9972,Helong Hotel
465,Konza,KE,61.45,overcast clouds,-1.7426,37.1294,Camp Howl
466,Chauk,MM,80.74,overcast clouds,20.8833,94.8167,Bo Khin Guest House
467,Laguna De Perlas,NI,84.51,scattered clouds,12.3429,-83.6712,Hotel Best View
468,Rovaniemi,FI,58.41,overcast clouds,66.5,25.7167,Arctic City Hotel
469,Teseney,ER,75.97,overcast clouds,15.11,36.6575,Sabrin Hotel
470,Scalea,IT,89.35,clear sky,39.813,15.7956,Grand Hotel de Rose
471,Djambala,CG,80.94,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
473,Asau,RO,76.12,clear sky,46.4333,26.4,Casa Mika Ciobanus
476,Igbon,PH,80.56,overcast clouds,11.2142,123.1655,Pamores Shanty beach resort
477,Rzeszow,PL,67.91,few clouds,50.0413,21.999,Hotel Hetman
479,Depok,ID,81.64,few clouds,-6.4,106.8186,Hotel Santika Depok
480,Kudat,MY,80.56,broken clouds,6.8837,116.8477,Dream Garden Hotel
481,Aksu,CN,76.86,broken clouds,41.1231,80.2644,Pudong Holiday Hotel
482,Santa Maria,BR,63.52,clear sky,-29.6842,-53.8069,Hotel Morotin
483,Svetlyy,RU,64.45,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
484,Kawambwa,ZM,64.09,broken clouds,-9.7915,29.0791,"Uphill Country Lodge, Kawambwa"
485,Budogoshch,RU,62.24,clear sky,59.2816,32.4707,Piligrim
486,Saint-Leu,RE,68.83,few clouds,-21.15,55.2833,La Caz Oceane
489,Nouadhibou,MR,75.18,clear sky,20.931,-17.0347,El Medina
490,Ushtobe,KZ,71.44,clear sky,45.2514,77.9838,"Gostinitsa ""Diyar"""
491,Virginia Beach,US,79.02,light rain,36.8529,-75.978,Hilton Virginia Beach Oceanfront
492,Saint-Pierre,RE,69.44,clear sky,-21.3393,55.4781,Lindsey Hôtel
493,Faanui,PF,76.95,overcast clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
494,Porto Santo,PT,73.31,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
495,Moerai,PF,74.08,broken clouds,-22.4333,-151.3333,Le Manotel
496,Ambon,ID,78.84,broken clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
497,Calama,CL,70.29,overcast clouds,-22.4667,-68.9333,Diego De Almagro Calama
498,Golden,US,79.38,haze,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
500,Changji,CN,70.59,clear sky,44.0167,87.3167,Lvye Holiday Resort
501,Honggang,CN,62.51,moderate rain,46.4667,124.8667,亚布力滑雪旅游度假区
502,Perbaungan,ID,78.91,overcast clouds,3.5679,98.956,Bendang Lama
503,Meulaboh,ID,75.11,overcast clouds,4.1363,96.1285,Kost Pria
504,Auki,SB,75.45,overcast clouds,-8.7676,160.7034,Auki Motel
505,Cap-Aux-Meules,CA,63.32,clear sky,47.3821,-61.8597,Auberge Madeli
506,Quatre Cocos,MU,70.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
507,Salta,AR,66.58,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
509,Inirida,CO,77.88,scattered clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
510,Kentau,KZ,82.65,overcast clouds,43.5206,68.5094,Safary
512,Lapua,FI,60.66,scattered clouds,62.9693,23.0088,Hotelli Lapuahovi
513,Shieli,KZ,82.42,clear sky,44.1667,66.75,Gostinitsa Aybek Shieli
514,Vila Franca Do Campo,PT,72.01,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
515,Tazovskiy,RU,53.58,overcast clouds,67.4667,78.7,TazHostel
516,Vila Velha,BR,72.97,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
517,Chake Chake,TZ,74.07,overcast clouds,-5.2459,39.7666,Hotel Archipelago
518,Griffith,US,79.5,clear sky,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
519,Kursk,RU,71.8,clear sky,51.7303,36.1939,"Gostinitsa Avrora, Kursk"
520,Nishihara,JP,82.06,broken clouds,26.1842,127.7558,Minshuku Agaihama
521,Honiara,SB,75.9,scattered clouds,-9.4333,159.95,Heritage Park Hotel
522,Tourlaville,FR,62.65,overcast clouds,49.6383,-1.5664,Logis Hôtel la Régence
523,Uchiza,PE,72.75,overcast clouds,-8.4592,-76.4633,Hotel San Pedro
524,Tura,IN,73.6,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
527,Wukari,NG,73.6,light rain,7.85,9.7833,Elimtop
528,Newcastle,AU,54.72,broken clouds,-32.9272,151.7765,NOAH'S on the beach
529,Hovd,MN,55.17,clear sky,48.0056,91.6419,Hotel Khovd
530,Rach Gia,VN,78.75,overcast clouds,10.0167,105.0833,Nhà Hàng Hòa Giang
531,Prado,BR,71.28,overcast clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
532,Comodoro Rivadavia,AR,64.26,clear sky,-45.8667,-67.5,Austral Hotel
533,Daru,PG,75.54,scattered clouds,-9.0763,143.2092,Daru Lodge
534,Siocon,PH,79.11,broken clouds,7.7061,122.1353,ABS Hotel
535,Bethel,US,78.08,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
536,Rio Grande,BR,53.71,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
537,Freeport,US,78.53,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
538,Pontianak,ID,76.98,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
539,Thoen,TH,76.32,overcast clouds,17.6129,99.2161,Nakornthoen Hotel
540,Linjiang,CN,71.44,light rain,41.8069,126.9078,格林豪泰
541,Grindavik,IS,56.55,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
542,Wisconsin Rapids,US,75.13,few clouds,44.3836,-89.8174,Hotel Mead & Conference Center
543,Salinopolis,BR,80.82,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
544,Sitka,US,62.28,overcast clouds,57.0531,-135.33,Westmark Sitka
545,Muisne,EC,79.65,broken clouds,0.6,-80.0333,Quinta Samay
546,Port Hedland,AU,59.05,clear sky,-20.3167,118.5667,The Esplanade Hotel
547,Woodward,US,77.92,overcast clouds,36.4337,-99.3904,"Holiday Inn Express & Suites Woodward Hwy 270, an IHG Hotel"
548,Bozeman,US,86.68,clear sky,45.6796,-111.0386,Homewood Suites by Hilton Bozeman
549,Lompoc,US,89.13,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
550,Atasu,KZ,77.76,scattered clouds,48.6814,71.6433,Dostyk
556,Paita,PE,73.96,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
558,Itigi,TZ,65.95,few clouds,-5.7,34.4833,Hostel San Sebastiano
559,Fatsa,TR,73.2,clear sky,41.0278,37.5014,Yalcin Resort Hotel
560,Sanmenxia,CN,79.47,scattered clouds,34.7747,111.1814,Pengzhou Hotel
562,Parintins,BR,82.26,overcast clouds,-2.6283,-56.7358,Cama e Cafe
563,Sola,VU,75.33,overcast clouds,-13.8833,167.55,Leumerus Bungalows
564,Kirovskiy,RU,66.45,few clouds,45.0917,133.5136,"Uyut, Gostinitsa"
565,Fuerte Olimpo,PY,78.49,overcast clouds,-21.0415,-57.8738,Hospedaje DAMI
566,Vavozh,RU,67.8,overcast clouds,56.7751,51.931,Tri Medvedya
567,Akranes,IS,62.19,overcast clouds,64.3218,-22.0749,Akra Guesthouse
568,Svetlogorsk,BY,73.53,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
569,Merrill,US,74.03,overcast clouds,45.1805,-89.6835,Prairie Motel
570,Nanortalik,GL,51.01,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
571,Sawtell,AU,64.42,overcast clouds,-30.3833,153.1,Island Beach House Sawtell
572,Aden,YE,83.46,overcast clouds,12.7794,45.0367,Sama Emirate Hotel
573,Winfield,US,88.79,haze,37.2398,-96.9956,Sonner Motor Inn
574,Strezhevoy,RU,58.98,overcast clouds,60.7333,77.5889,Sibiryachka
575,Falun,SE,58.95,overcast clouds,60.6036,15.626,First Hotel Grand
576,Kupang,ID,74.89,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
579,Gat,IL,86.4,clear sky,31.61,34.7642,OlusHome
580,Morondava,MG,71.17,clear sky,-20.2833,44.2833,La Case Bambou
582,Tommot,RU,58.89,light rain,58.9564,126.2925,Gostinitsa Tommot
583,Tadpatri,IN,80.64,broken clouds,14.9167,78.0167,VASAVI TIFFIN CENTRE
584,Idritsa,RU,65.01,overcast clouds,56.3316,28.8988,Yasnyy Les
585,Haines Junction,CA,66.15,broken clouds,60.7522,-137.5108,Parkside Inn
586,Kudahuvadhoo,MV,82.72,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
588,Hushitai,CN,72.95,overcast clouds,41.9322,123.5114,Home Inn Plus Shenyang Shihutai University Town
589,Sorong,ID,78.46,scattered clouds,-0.8833,131.25,waigo splash hotel
590,Shelburne,CA,68.13,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
591,Gambela,ET,69.87,light rain,8.25,34.5833,Solomon Debebe Hotel
592,Tateyama,JP,80.62,clear sky,34.9833,139.8667,Tateyama Seaside Hotel
593,New Glasgow,CA,75.9,scattered clouds,45.5834,-62.6486,"Holiday Inn Express Stellarton-New Glasgow, an IHG Hotel"
595,Bulgan,MN,56.84,light rain,48.8125,103.5347,Unitel Булган салбар
596,Meadow Lake,US,82.58,scattered clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
598,Kununurra,AU,67.98,clear sky,-15.7667,128.7333,Hotel Kununurra
599,Krasnoarmeysk,RU,80.15,broken clouds,51.0239,45.6969,"Hotel ""Your home-Balzer"""
600,Dunedin,NZ,50.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
601,Veraval,IN,81.23,overcast clouds,20.9,70.3667,Lords Inn Somnath
604,Nanyang,CN,77.31,light rain,32.9947,112.5328,Wolong Memory Hotel
605,Ambanja,MG,69.28,clear sky,-13.6833,48.45,Hotel Salama and Fast Food
606,Harbour Breton,CA,60.69,overcast clouds,47.4833,-55.7983,Southern Port Hotel
607,Mocuba,MZ,61.72,clear sky,-16.8392,36.9856,Phama Lodge
608,Vao,NC,66.13,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
609,Jumla,NP,64.04,overcast clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
610,Asfi,MA,69.62,overcast clouds,32.2994,-9.2372,Hôtel Abda
611,Semey,KZ,75.51,clear sky,50.4111,80.2275,Grand Hotel Semey
612,Diego De Almagro,CL,81.99,clear sky,-26.3667,-70.05,hotel luna del desierto
613,Qala,AZ,71.49,clear sky,40.4418,50.1681,Shuvelan Cottage House
614,Portland,US,86.95,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
623,Catuday,PH,81.07,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
624,Dingle,PH,77.36,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
625,Prince Rupert,CA,59.09,overcast clouds,54.3161,-130.3201,Crest Hotel
626,Saint-Joseph,RE,68.36,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
627,Van,TR,65.55,scattered clouds,38.4924,43.3831,Elite World Van Hotel
628,Ituiutaba,BR,84.49,clear sky,-18.9689,-49.465,Bernal Hotel
629,Galle,LK,79.72,overcast clouds,6.0367,80.217,Amangalla
630,Carmen,MX,89.64,scattered clouds,18.6333,-91.8333,Hotel Lossandes
631,Fuyu,CN,65.19,overcast clouds,45.1833,124.8167,Education Hostel
632,Inverness,GB,58.78,broken clouds,57.4791,-4.224,Glen Mhor Hotel & Apartments
633,Duzce,TR,71.6,clear sky,40.8389,31.1639,Gösteri̇şli̇ Otel
635,Hudson Bay,CA,85.32,clear sky,52.85,-102.3842,Norwood Motel LTD
636,Balkhash,KZ,79.16,clear sky,46.844,74.9804,Family
637,Manzhouli,CN,55.96,few clouds,49.6,117.4333,Angala International Youth Hostel
638,Necochea,AR,52.2,clear sky,-38.5473,-58.7368,dyd -mar Hotel
639,Abonnema,NG,79.02,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
641,Yar-Sale,RU,55.67,light rain,66.8333,70.8333,Yalemd
642,Patti,IN,85.95,clear sky,31.2808,74.8572,SOKHI NIWAS
643,Ewa Beach,US,84.15,clear sky,21.3156,-158.0072,Uncle Junior Robert
645,Steinbach,DE,68.13,light intensity shower rain,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
646,Naze,JP,79.05,broken clouds,28.3667,129.4833,奄美ポートタワーホテル
647,Valle De Allende,MX,78.19,overcast clouds,26.9333,-105.4,Hotel Meson de San Bartolome
648,Impfondo,CG,76.26,overcast clouds,1.6381,18.0667,Auberge La Place de Jules
649,Sussex,US,74.68,overcast clouds,41.1834,-74.6663,Top O Hill Farm - McDougals
650,Bar Harbor,US,77.94,clear sky,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
651,Loreto,MX,79.3,clear sky,22.2667,-101.9667,José de Jesús Velásquez mora
652,Plesetsk,RU,57.9,overcast clouds,62.708,40.2916,Medvedov Guest House
654,Varhaug,NO,60.48,clear sky,58.6147,5.6457,Jonas Bue
655,Mlonggo,ID,76.53,clear sky,-6.5333,110.7,Asia Metal Art
657,Kabompo,ZM,61.65,clear sky,-13.5927,24.2008,Big Tree
658,Chesma,RU,67.62,overcast clouds,53.8111,60.6533,Gostinitsa
659,Wageningen,NL,63.18,broken clouds,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
660,San Ramon De La Nueva Oran,AR,77.43,clear sky,-23.1322,-64.326,Hotel Residencial Centro
661,Vardo,NO,55.6,broken clouds,70.3705,31.1107,Vardø Hotel AS
662,Chicama,PE,66.74,clear sky,-7.8447,-79.1469,Balihai Bungalows
664,Kattivakkam,IN,86.09,overcast clouds,13.2167,80.3167,Euronova Freezer
665,Pacific Grove,US,80.11,broken clouds,36.6177,-121.9166,Lovers Point Inn
666,Mahibadhoo,MV,81.9,overcast clouds,3.7833,72.9667,Omadhoo Inn
667,Shingu,JP,78.91,overcast clouds,33.7333,135.9833,Shingu UI Hotel
669,Kuytun,RU,55.42,overcast clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
670,Shizunai,JP,73.2,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
671,Millau,FR,64.38,broken clouds,44.0833,2.9167,La Villa Des Raspes
672,Cabedelo,BR,81.27,clear sky,-6.9811,-34.8339,Hotel Pigalle
674,Port Macquarie,AU,56.89,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
676,Terra Santa,BR,86.52,overcast clouds,-2.1042,-56.4869,Hotel Sarah
